PointID,X,Y,Z,phase1::Pressure,phase1::PhaseVolumeFraction,phase1::Density,phase1::Time,phase2::PhaseVolumeFraction,phase2::Density,phase1::Viscosity_0,phase2::Viscosity_0
0,4.660599626047393,4.632838746378612,0.0,10244129.165503262,0.9999999899129935,1027.61,3.1772481694156527,1.0414422871295756e-08,166.3195142812701,0.00025,2.25e-05
1,3.075244198644236,2.498427759349978,0.0,11311716.973650612,0.999999989954342,1027.61,3.1772481694156527,9.999999600000022e-09,187.7775256869992,0.00025,2.25e-05
2,3.2756000284565765,2.7731825497079843,0.0,11225156.198592965,0.9999999899461806,1027.61,3.1772481694156527,9.999999600000022e-09,186.00778441207305,0.00025,2.25e-05
3,4.584265193373444,4.722214884201513,0.0,10233448.082797006,0.9999999899957132,1027.61,3.1772481694156527,1.043041301261066e-08,166.10894281571657,0.00025,2.25e-05
4,4.755689378172478,4.563751997067894,0.0,10238896.088519167,0.9999999898936704,1027.61,3.1772481694156527,1.0421805709320563e-08,166.21633684168424,0.00025,2.25e-05
5,2.870007274882756,1.74746889776548,0.0,11473125.911794404,0.9999999899433324,1027.61,3.1772481694156527,9.999999600000018e-09,191.0913370907268,0.00025,2.25e-05
6,2.958802431673736,1.5458823310301977,0.0,11487576.628776766,0.9999999899555938,1027.61,3.1772481694156527,9.999999600000025e-09,191.38888886666095,0.00025,2.25e-05
7,2.5734420950437755,1.6169877012412064,0.0,11546883.026904829,0.999999989955905,1027.61,3.1772481694156527,9.999999600000022e-09,192.6115458357502,0.00025,2.25e-05
8,2.866310034820099,2.1509608407372456,0.0,11408306.389048511,0.9999999899515823,1027.61,3.1772481694156527,9.999999600000025e-09,189.75840848606003,0.00025,2.25e-05
9,3.8339896035978183,2.6449561593515942,0.0,11164965.09352484,0.9999999899368136,1027.61,3.1772481694156527,9.999999600000025e-09,184.7802365406461,0.00025,2.25e-05
10,3.0446388049644706,3.049548475633617,0.0,11213232.276936824,0.9999999899529748,1027.61,3.1772481694156527,9.999999600000022e-09,185.7644058789951,0.00025,2.25e-05
11,3.1047674780825814,3.648580997003213,0.0,11087228.616820889,0.9999999899371842,1027.61,3.1772481694156527,9.999999600000017e-09,183.1986001530916,0.00025,2.25e-05
12,4.500385481869207,4.980370092386013,0.0,10474296.848780176,0.9999999899022864,1027.61,3.1772481694156527,1.0067739121495573e-08,170.8771350411659,0.00025,2.25e-05
13,4.524471741755019,4.845491503112298,0.0,10245549.543285904,0.9999999899395756,1027.61,3.1772481694156527,1.041208372654602e-08,166.3475224336937,0.00025,2.25e-05
14,4.808658282676054,4.538060234217141,0.0,10243153.52954313,0.9999999898977312,1027.61,3.1772481694156527,1.0418834342736894e-08,166.3002767509751,0.00025,2.25e-05
15,4.790670130001525,4.545928413654387,0.0,10242784.931183638,0.999999989895488,1027.61,3.1772481694156527,1.0418520888706477e-08,166.29300893011234,0.00025,2.25e-05
16,4.845491501728919,4.524471742204508,0.0,10240709.020386465,0.9999999899047652,1027.61,3.1772481694156527,1.0421482005170738e-08,166.25207909053765,0.00025,2.25e-05
17,3.9681256928727526,4.572584700470995,0.0,10592498.081003414,0.9999999899158156,1027.61,3.1772481694156527,9.999999600000018e-09,173.23247369507158,0.00025,2.25e-05
18,4.980370092162597,4.500385481877983,0.0,10241876.556219794,0.9999999900000004,1027.61,3.1772481694156527,1.0476053378928682e-08,166.27509850863655,0.00025,2.25e-05
19,3.4143619481261887,4.141370935706734,0.0,10913193.74630759,0.9999999899353768,1027.61,3.1772481694156527,9.999999600000017e-09,179.67301324605785,0.00025,2.25e-05
20,3.6016600152339477,3.4871403512237604,0.0,11001165.3217628,0.999999989951688,1027.61,3.1772481694156527,9.999999600000017e-09,181.45247592976293,0.00025,2.25e-05
21,4.826941470348233,4.5309043324493725,0.0,10242458.775585296,0.9999999899012006,1027.61,3.1772481694156527,1.0420316521978268e-08,166.28657805430342,0.00025,2.25e-05
22,3.9411377977249273,3.4294366546082,0.0,10943595.012483962,0.9999999899315384,1027.61,3.1772481694156527,9.999999600000025e-09,180.28734464871792,0.00025,2.25e-05
