PointID,X,Y,Z,phase1::Pressure,phase1::PhaseVolumeFraction,phase1::Density,phase1::Time,phase2::PhaseVolumeFraction,phase2::Density,phase1::Viscosity_0,phase2::Viscosity_0
0,0.3342612857323895,0.4095131145862027,0.0,12724872.157347744,0.8271417116249209,1027.61,38.289254083378886,0.1728582883750788,217.3765857064079,0.00025,2.25e-05
1,0.411646009989977,0.335265051645479,0.0,12721741.062882915,0.8663629817393406,1027.61,38.289254083378886,0.1336370182606594,217.309598739503,0.00025,2.25e-05
2,0.4097767945007774,0.3202013463280979,0.0,12733900.605243014,0.7429184826922062,1027.61,38.289254083378886,0.2570815173077937,217.5697743352308,0.00025,2.25e-05
3,0.3864020072674036,0.3288060577314139,0.0,12742624.655796869,0.6115047857567353,1027.61,38.289254083378886,0.3884952142432647,217.75649613142735,0.00025,2.25e-05
4,0.4199218213552117,0.3387089734318856,0.0,12710374.016832631,0.9891606178199566,1027.61,38.289254083378886,0.0108393821800433,217.06646062943216,0.00025,2.25e-05
5,0.3555449557050581,0.4959252645352828,0.0,12626669.48234847,0.998085224002047,1027.61,38.289254083378886,0.001914775997953,215.278452266384,0.00025,2.25e-05
6,0.3876790790798646,0.3218837231191158,0.0,12744030.228981994,0.5652437925941661,1027.61,38.289254083378886,0.4347562074058337,217.78658404555964,0.00025,2.25e-05
7,0.429690873148148,0.3782947167361805,0.0,12669881.829032136,0.9965450861685065,1027.61,38.289254083378886,0.0034549138314935,216.2009780138139,0.00025,2.25e-05
8,0.410106840107019,0.3723413845246706,0.0,12692293.028569195,0.9945416555620794,1027.61,38.289254083378886,0.0054583444379206,216.67987381116856,0.00025,2.25e-05
9,0.4422077097948689,0.3976836271874364,0.0,12644039.992222948,0.99777404232154,1027.61,38.289254083378886,0.00222595767846,215.6491527662735,0.00025,2.25e-05
10,0.4333273435458387,0.3570010103964512,0.0,12683078.06254468,0.9954482173051752,1027.61,38.289254083378886,0.0045517826948248,216.48292611276983,0.00025,2.25e-05
11,0.4448567582072349,0.3893281161301373,0.0,12648130.744760284,0.99763067526701,1027.61,38.289254083378886,0.0023693247329897,215.7364794272801,0.00025,2.25e-05
12,0.4045076319390253,0.3228775537281048,0.0,12735864.144370204,0.7293900223943035,1027.61,38.289254083378886,0.2706099776056964,217.61179618384764,0.00025,2.25e-05
13,0.4161094500425808,0.3237581363044829,0.0,12726607.459293935,0.8016809469038624,1027.61,38.289254083378886,0.1983190530961374,217.41371348390547,0.00025,2.25e-05
14,0.3496817303319225,0.4842627198688111,0.0,12641144.786075188,0.9975231709853982,1027.61,38.289254083378886,0.0024768290146017,215.58735399164408,0.00025,2.25e-05
15,0.3579690396181473,0.5007855315460694,0.0,12620743.346476115,0.998321298484768,1027.61,38.289254083378886,0.0016787015152319,215.15202592454253,0.00025,2.25e-05
16,0.3468355879924672,0.5003784659689117,0.0,12628194.04936253,0.998023563197941,1027.61,38.289254083378886,0.0019764368020588,215.31098037274185,0.00025,2.25e-05
17,0.4763607143735142,0.4887439941542101,0.0,12550705.160121309,0.9999083575249964,1027.61,38.289254083378886,9.164247500346938e-05,213.65948244872,0.00025,2.25e-05
