PointID,X,Y,Z,phase1::Pressure,phase1::PhaseVolumeFraction,phase1::Density,phase1::Time,phase2::PhaseVolumeFraction,phase2::Density,phase1::Viscosity_0,phase2::Viscosity_0
0,2.128048202349038,1.7277407202749429,0.0,11608821.528933086,0.9999999899985345,1027.61,8.84973267580762,1.001202337292903e-08,193.8910175324064,0.00025,2.25e-05
1,2.65156491206022,1.3857749381867357,0.0,11557786.197598606,0.9999999900000004,1027.61,8.84973267580762,1.0012098073717973e-08,192.83658531878584,0.00025,2.25e-05
2,1.939747047404269,0.9930292136279572,0.0,11778266.414377924,0.9999999899937606,1027.61,8.84973267580762,1.0011622039038512e-08,197.40448679078364,0.00025,2.25e-05
3,3.062559667903078,0.2565859521331184,0.0,11575378.113711083,0.9999999899988744,1027.61,8.84973267580762,1.00117139030182e-08,193.1998494667315,0.00025,2.25e-05
4,1.2929352706187034,1.1467544915947032,0.0,11934356.689664958,0.9999999899893188,1027.61,8.84973267580762,1.001301973519438e-08,200.65800854630533,0.00025,2.25e-05
5,2.13755212474596,0.4755843620477587,0.0,11782046.915512074,0.9999999900000004,1027.61,8.84973267580762,1.001128584241306e-08,197.4830956761672,0.00025,2.25e-05
6,1.4071985425823712,1.0965316432264984,0.0,11912988.643745802,0.9999999899936524,1027.61,8.84973267580762,1.0013120689912806e-08,200.2116634719611,0.00025,2.25e-05
7,1.5679219917707967,1.4315200888754884,0.0,11791505.349901328,0.9999999899966808,1027.61,8.84973267580762,1.001355945752552e-08,197.6798089876713,0.00025,2.25e-05
8,1.796869956655911,0.8228136665272417,0.0,11845776.061071666,0.9999999899972338,1027.61,8.84973267580762,1.0013230110610751e-08,198.80966437560997,0.00025,2.25e-05
9,4.9999999999999964,4.5,0.0,10244320.31756847,0.9999999898641504,1027.61,8.84973267580762,1.0432619630641752e-08,166.32328348663273,0.00025,2.25e-05
10,2.905654833948932,0.1282929760665592,0.0,11608059.118477236,0.9999999899979096,1027.61,8.84973267580762,1.0011532277851462e-08,193.87525252040533,0.00025,2.25e-05
11,1.9134519886070585,0.7494477525611736,0.0,11820936.480633114,0.999999989998162,1027.61,8.84973267580762,1.0011876901338578e-08,198.29228901090627,0.00025,2.25e-05
12,1.892464247220801,1.4686339720663208,0.0,11707376.209938316,0.9999999899909044,1027.61,8.84973267580762,1.0011219342106089e-08,195.9322192580246,0.00025,2.25e-05
13,2.270780063984024,0.1528908120792846,0.0,11759750.298396597,0.9999999900000004,1027.61,8.84973267580762,1.0011055743025228e-08,197.019614495888,0.00025,2.25e-05
14,2.041880374637092,1.2909392617438884,0.0,11703963.297820004,0.9999999899880576,1027.61,8.84973267580762,1.0011507946392573e-08,195.8614239140355,0.00025,2.25e-05
15,2.5635279484861684,0.0,0.0,11685351.233944336,0.9999999899938644,1027.61,8.84973267580762,1.0011369007175029e-08,195.47548443065827,0.00025,2.25e-05
16,1.8387836708992724,0.1808173426385398,0.0,11895976.795655282,0.999999989993107,1027.61,8.84973267580762,1.001408206767408e-08,199.85652791503276,0.00025,2.25e-05
17,1.767034788170867,1.0244667061926855,0.0,11821668.081928866,0.9999999899962771,1027.61,8.84973267580762,1.0013753237297956e-08,198.30752143023784,0.00025,2.25e-05
18,2.1569026255287045,0.6090737606472234,0.0,11765369.371755464,0.9999999899915728,1027.61,8.84973267580762,1.0011308701783784e-08,197.13638722795795,0.00025,2.25e-05
19,2.5407362768685866,0.481392535161923,0.0,11675919.849764807,0.999999989996489,1027.61,8.84973267580762,1.0011364953444457e-08,195.28000429854063,0.00025,2.25e-05
20,2.96626538656801,0.5013743955414597,0.0,11584221.73745727,0.9999999899973876,1027.61,8.84973267580762,1.0011676882226789e-08,193.3825451000472,0.00025,2.25e-05
21,4.980370092162599,4.500385481877983,0.0,10243791.274714245,0.999999989863632,1027.61,8.84973267580762,1.0433081355867434e-08,166.31285169343752,0.00025,2.25e-05
22,2.1294327493166247,1.1550588110304545,0.0,11704380.897250343,0.9999999900000004,1027.61,8.84973267580762,1.001139650378114e-08,195.8700859191244,0.00025,2.25e-05
23,2.0402674034958093,0.3096953811087701,0.0,11822740.842674462,0.9999999899940925,1027.61,8.84973267580762,1.001175738134232e-08,198.32985765694715,0.00025,2.25e-05
24,4.9024548386228775,4.509607359871797,0.0,10231442.806073202,0.9999999899474864,1027.61,8.84973267580762,1.0442861660318545e-08,166.06941912302827,0.00025,2.25e-05
25,4.845491501728919,4.524471742204508,0.0,10243245.621934358,0.9999999898703196,1027.61,8.84973267580762,1.0421732107659085e-08,166.30209259371367,0.00025,2.25e-05
26,3.58521955831962,4.638299403796895,0.0,10741515.042201735,0.9999999900000004,1027.61,8.84973267580762,1.0029278924619709e-08,176.21609421186156,0.00025,2.25e-05
27,1.8332756145106592,1.1436679154412916,0.0,11782189.376292445,0.9999999899977878,1027.61,8.84973267580762,1.0013111655467765e-08,197.48605808451444,0.00025,2.25e-05
28,4.722214882283181,4.584265194655231,0.0,10235060.45312561,0.99999998995239,1027.61,8.84973267580762,1.0435144819324053e-08,166.14072449318863,0.00025,2.25e-05
29,4.584265193373444,4.722214884201513,0.0,10241352.602790138,0.9999999899490536,1027.61,8.84973267580762,1.0438140182752446e-08,166.264767994555,0.00025,2.25e-05
30,1.6873571527232345,1.2966281027994584,0.0,11790789.817339526,0.9999999900000004,1027.61,8.84973267580762,1.0013578390224829e-08,197.6649254979867,0.00025,2.25e-05
31,1.443907051701526,1.2374478896341985,0.0,11868456.967323966,0.999999989995495,1027.61,8.84973267580762,1.001348410671244e-08,199.282435107537,0.00025,2.25e-05
32,1.906299873651625,0.0,0.0,11875325.814284522,0.9999999899972182,1027.61,8.84973267580762,1.0013733560163077e-08,199.42567961007504,0.00025,2.25e-05
33,1.235554952905098,1.4791879328847022,0.0,11858803.464607753,0.999999989992438,1027.61,8.84973267580762,1.0013584769066492e-08,199.08117158541825,0.00025,2.25e-05
34,2.2849513098353262,0.6154680942930593,0.0,11730007.522137884,0.9999999899915986,1027.61,8.84973267580762,1.0010941555075904e-08,196.40186698238853,0.00025,2.25e-05
35,1.6751898293268366,1.0914520781343398,0.0,11835455.904946383,0.9999999899928894,1027.61,8.84973267580762,1.0013761816846754e-08,198.59465950100545,0.00025,2.25e-05
36,1.1385640766622758,1.4727544641308388,0.0,11883397.808208656,0.9999999900000004,1027.61,8.84973267580762,1.0012968229264037e-08,199.59405472991932,0.00025,2.25e-05
37,3.425332933014005,5.0,0.0,10787311.180220896,0.9999999900000004,1027.61,8.84973267580762,1.0030855741489789e-08,177.1362013221785,0.00025,2.25e-05
38,2.3783058969775523,0.0,0.0,11732148.370227708,0.9999999899917756,1027.61,8.84973267580762,1.0011180791256717e-08,196.4463118993079,0.00025,2.25e-05
39,1.8893551627626164,0.5474821718947203,0.0,11851815.36153336,0.9999999899937176,1027.61,8.84973267580762,1.0013471363597144e-08,198.93551687349023,0.00025,2.25e-05
40,1.963175033869183,0.2391513303000897,0.0,11850521.160804082,0.9999999899985847,1027.61,8.84973267580762,1.0012568368272951e-08,198.9085450911113,0.00025,2.25e-05
41,2.4403935078756915,0.8396545630336583,0.0,11669913.137297638,0.9999999900000004,1027.61,8.84973267580762,1.001120965818114e-08,195.15553702474568,0.00025,2.25e-05
42,2.030034020558205,0.6760818385951051,0.0,11795245.12602562,0.9999999899986264,1027.61,8.84973267580762,1.0011535220579871e-08,197.757604040509,0.00025,2.25e-05
43,4.59549150220861,4.706107374684985,0.0,10245204.778930807,0.999999989870306,1027.61,8.84973267580762,1.0433342307222067e-08,166.3407239586017,0.00025,2.25e-05
