t_seconds,percent,mean_abs_rw,p95_abs_rw,mean_abs_rc,p95_abs_rc,mean_abs_rsum,p95_abs_rsum
0.10000000149011612,0.0,0.8702618121038622,4.474323402697935,0.17195158093727006,0.27383600244894296,1.0422133930411324,4.731355630711742
2761.6787109375,25.011368804001822,0.450076057391908,1.2774409647380025,0.18101144904037783,0.3673624732237443,0.631087506432286,1.6194056294114385
6511.2763671875,50.022737608003645,0.25952806439028503,0.7205753351722844,0.12786776243911455,0.5558888537830952,0.3873958268293996,0.9864709490614056
11821.1845703125,74.98863119599818,0.21332059237930417,0.5855761774708769,0.13335046390994118,0.6011947690018603,0.3466710562892453,0.794907954895683
17321.18359375,100.0,0.2026821087497265,0.5738812826707915,0.2217187826044792,0.9403712496471976,0.42440089135420567,1.1509002035208566
