t_seconds,percent,rmse_p_mpa,rmse_s,n_points
0.10000000149011612,0.0,1.650125321846183,0.07273019496488979,4572
2761.6787109375,25.011368804001822,0.31558184519292937,0.02683138727652101,122536
6511.2763671875,50.022737608003645,0.09268900289261349,0.022903050541064836,159002
11821.1845703125,74.98863119599818,0.07120843322438318,0.02684360767017717,250000
17321.18359375,100.0,0.1306148958281203,0.03730678459086857,250000
